timestamp,Document No_,Line No_,Sell-to Customer No_,Type,No_,Location Code,Posting Group,Shipment Date,Description,Description 2,Unit of Measure,Quantity,Unit Price,Unit Cost (LCY),VAT _,Line Discount _,Line Discount Amount,Amount,Amount Including VAT,Allow Invoice Disc_,Gross Weight,Net Weight,Units per Parcel,Unit Volume,Appl_-to Item Entry,Shortcut Dimension 1 Code,Shortcut Dimension 2 Code,Customer Price Group,Job No_,Work Type Code,Shipment No_,Shipment Line No_,Order No_,Order Line No_,Bill-to Customer No_,Inv_ Discount Amount,Drop Shipment,Gen_ Bus_ Posting Group,Gen_ Prod_ Posting Group,VAT Calculation Type,Transaction Type,Transport Method,Attached to Line No_,Exit Point,Area,Transaction Specification,Tax Category,Tax Area Code,Tax Liable,Tax Group Code,VAT Clause Code,VAT Bus_ Posting Group,VAT Prod_ Posting Group,Blanket Order No_,Blanket Order Line No_,VAT Base Amount,Unit Cost,System-Created Entry,Line Amount,VAT Difference,VAT Identifier,IC Partner Ref_ Type,IC Partner Reference,Prepayment Line,IC Partner Code,Posting Date,IC Item Reference No_,Pmt_ Discount Amount,Line Discount Calculation,Dimension Set ID,Job Task No_,Job Contract Entry No_,Deferral Code,Variant Code,Bin Code,Qty_ per Unit of Measure,Unit of Measure Code,Quantity (Base),FA Posting Date,Depreciation Book Code,Depr_ until FA Posting Date,Duplicate in Depreciation Book,Use Duplication List,Responsibility Center,Cross-Reference No_,Unit of Measure (Cross Ref_),Cross-Reference Type,Cross-Reference Type No_,Item Category Code,Nonstock,Purchasing Code,Product Group Code,Item Reference No_,Item Reference Unit of Measure,Item Reference Type,Item Reference Type No_,Appl_-from Item Entry,Return Reason Code,Price Calculation Method,Allow Line Disc_,Customer Disc_ Group,Price description,Pmt_ Disc_ Given Amount (Old),EC _,EC Difference,$systemId,$systemCreatedAt,$systemCreatedBy,$systemModifiedAt,$systemModifiedBy
b'\x00\x00\x00\x00\x00\x03\xf2r',103058,30000,20000,2,1980-S,,MERCADERÍA,2023-04-16,"Silla giratoria MOSCÚ, roja",,Unidad,4.00000000000000000000,191.00000000000000000000,148.90000000000000000000,21.00000000000000000000,0E-20,0E-20,764.00000000000000000000,924.44000000000000000000,1,15.99000000000000000000,13.90000000000000000000,0E-20,0.25000000000000000000,0,,GRANDE,,,,,0,,0,20000,0E-20,0,NAC,MERCADERÍA,0,,,0,,,,,,0,,,NAC,IVA21,,0,764.00000000000000000000,148.90000000000000000000,0,764.00000000000000000000,0E-20,IVA21,0,,0,,2022-05-23,,0E-20,0,5,,0,,,,1.00000000000000000000,UDS,4.00000000000000000000,1753-01-01,,0,,0,,,,0,,SILLA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,A967F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:22.960,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:22.960,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xf2\xad',103059,10000,10000,2,1896-S,,MERCADERÍA,2023-04-16,Escritorio ATENAS,,Unidad,8.00000000000000000000,1005.80000000000000000000,784.60000000000000000000,21.00000000000000000000,0E-20,0E-20,8046.40000000000000000000,9736.14000000000000000000,1,39.79000000000000000000,34.60000000000000000000,0E-20,1.20000000000000000000,0,,MEDIO,,,,,0,,0,10000,0E-20,0,NAC,MERCADERÍA,0,,,0,,,,,,0,,,NAC,IVA21,,0,8046.40000000000000000000,784.60000000000000000000,0,8046.40000000000000000000,0E-20,IVA21,0,,0,,2022-05-23,,0E-20,0,3,,0,,,,1.00000000000000000000,UDS,8.00000000000000000000,1753-01-01,,0,,0,,,,0,,MESA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,AA67F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.070,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:23.070,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xf2\xbe',103059,20000,10000,2,1972-S,,MERCADERÍA,2023-04-16,"Silla giratoria MUNICH, amar.",,Unidad,3.00000000000000000000,191.00000000000000000000,148.90000000000000000000,21.00000000000000000000,0E-20,0E-20,573.00000000000000000000,693.33000000000000000000,1,15.99000000000000000000,13.90000000000000000000,0E-20,0.25000000000000000000,0,,MEDIO,,,,,0,,0,10000,0E-20,0,NAC,MERCADERÍA,0,,,0,,,,,,0,,,NAC,IVA21,,0,573.00000000000000000000,148.90000000000000000000,0,573.00000000000000000000,0E-20,IVA21,0,,0,,2022-05-23,,0E-20,0,3,,0,,,,1.00000000000000000000,UDS,3.00000000000000000000,1753-01-01,,0,,0,,,,0,,SILLA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,AB67F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.083,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:23.083,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xf2\xc0',103059,30000,10000,2,1996-S,,MERCADERÍA,2023-04-16,"Pizarra ATLANTA, base",,Unidad,5.00000000000000000000,1404.30000000000000000000,1095.30000000000000000000,21.00000000000000000000,0E-20,0E-20,7021.50000000000000000000,8496.02000000000000000000,1,80.27000000000000000000,69.80000000000000000000,0E-20,0.31000000000000000000,0,,MEDIO,,,,,0,,0,10000,0E-20,0,NAC,MERCADERÍA,0,,,0,,,,,,0,,,NAC,IVA21,,0,7021.50000000000000000000,1095.30000000000000000000,0,7021.50000000000000000000,0E-20,IVA21,0,,0,,2022-05-23,,0E-20,0,3,,0,,,,1.00000000000000000000,UDS,5.00000000000000000000,1753-01-01,,0,,0,,,,0,,VARIOS,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,AC67F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.097,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:23.097,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xf2\xf3',103060,10000,50000,2,1906-S,,MERCADERÍA,2023-04-16,Pedestal móvil ATENAS,,Unidad,6.00000000000000000000,435.80000000000000000000,339.90000000000000000000,21.00000000000000000000,0E-20,0E-20,2614.80000000000000000000,3163.91000000000000000000,1,19.67000000000000000000,17.10000000000000000000,0E-20,0.26000000000000000000,0,,MEDIO,,,,,0,,0,50000,0E-20,0,NAC,MERCADERÍA,0,,,0,,,,,,0,,,NAC,IVA21,,0,2614.80000000000000000000,339.90000000000000000000,0,2614.80000000000000000000,0E-20,IVA21,0,,0,,2022-05-25,,0E-20,0,14,,0,,,,1.00000000000000000000,UDS,6.00000000000000000000,1753-01-01,,0,,0,,,,0,,ESCRITORIO,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,AD67F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.203,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:23.203,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xf3$',103061,10000,30000,2,1928-S,,MERCADERÍA,2023-04-16,Lámpara giratoria roja,,Piece,8.00000000000000000000,55.20000000000000000000,43.10000000000000000000,0E-20,0E-20,0E-20,441.60000000000000000000,441.60000000000000000000,1,4.03000000000000000000,3.50000000000000000000,0E-20,0.03000000000000000000,0,,MEDIO,,,,,0,,0,30000,0E-20,0,EXPORT.,MERCADERÍA,0,,,0,,,,,,0,,,EXPORT.,IVA21,,0,441.60000000000000000000,43.10000000000000000000,0,441.60000000000000000000,0E-20,IVA21,0,,0,,2022-05-26,,0E-20,0,9,,0,,,,1.00000000000000000000,UDS,8.00000000000000000000,1753-01-01,,0,,0,,,,0,,VARIOS,0,,,SWIVELLAMP,UDS,1,30000,0,,1,1,,,0E-20,0E-20,0E-20,AE67F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.300,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:23.300,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xf3[',103062,10000,40000,2,1908-S,,MERCADERÍA,2023-04-16,"Silla giratoria LONDRES, azul",,stück,5.00000000000000000000,191.00000000000000000000,148.90000000000000000000,0E-20,0E-20,0E-20,955.00000000000000000000,955.00000000000000000000,1,15.99000000000000000000,13.90000000000000000000,0E-20,0.25000000000000000000,0,,PEQUEÑO,,,,,0,,0,40000,0E-20,0,UE,MERCADERÍA,1,,,0,,,,,,0,,,UE,IVA21,,0,955.00000000000000000000,148.90000000000000000000,0,955.00000000000000000000,0E-20,IVA21,0,,0,,2022-05-26,,0E-20,0,12,,0,,,,1.00000000000000000000,UDS,5.00000000000000000000,1753-01-01,,0,,0,,,,0,,SILLA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,AF67F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.407,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:23.407,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xf3l',103062,20000,40000,2,1920-S,,MERCADERÍA,2023-04-16,Mesa de conferencia AMBERES,,stück,4.00000000000000000000,651.10000000000000000000,508.00000000000000000000,0E-20,0E-20,0E-20,2604.40000000000000000000,2604.40000000000000000000,1,28.06000000000000000000,24.40000000000000000000,0E-20,0.90000000000000000000,0,,PEQUEÑO,,,,,0,,0,40000,0E-20,0,UE,MERCADERÍA,1,,,0,,,,,,0,,,UE,IVA21,,0,2604.40000000000000000000,508.00000000000000000000,0,2604.40000000000000000000,0E-20,IVA21,0,,0,,2022-05-26,,0E-20,0,12,,0,,,,1.00000000000000000000,UDS,4.00000000000000000000,1753-01-01,,0,,0,,,,0,,ESCRITORIO,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,B067F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.420,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:23.420,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xf3v',103062,30000,40000,2,1968-S,,MERCADERÍA,2023-04-16,"Silla giratoria MÉXICO, negra",,stück,6.00000000000000000000,191.00000000000000000000,148.90000000000000000000,0E-20,0E-20,0E-20,1146.00000000000000000000,1146.00000000000000000000,1,15.99000000000000000000,13.90000000000000000000,0E-20,0.25000000000000000000,0,,PEQUEÑO,,,,,0,,0,40000,0E-20,0,UE,MERCADERÍA,1,,,0,,,,,,0,,,UE,IVA21,,0,1146.00000000000000000000,148.90000000000000000000,0,1146.00000000000000000000,0E-20,IVA21,0,,0,,2022-05-26,,0E-20,0,12,,0,,,,1.00000000000000000000,UDS,6.00000000000000000000,1753-01-01,,0,,0,,,,0,,SILLA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,B167F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.433,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:23.433,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xf3x',103062,40000,40000,2,1980-S,,MERCADERÍA,2023-04-16,"Silla giratoria MOSCÚ, roja",,stück,1.00000000000000000000,191.00000000000000000000,148.90000000000000000000,0E-20,0E-20,0E-20,191.00000000000000000000,191.00000000000000000000,1,15.99000000000000000000,13.90000000000000000000,0E-20,0.25000000000000000000,0,,PEQUEÑO,,,,,0,,0,40000,0E-20,0,UE,MERCADERÍA,1,,,0,,,,,,0,,,UE,IVA21,,0,191.00000000000000000000,148.90000000000000000000,0,191.00000000000000000000,0E-20,IVA21,0,,0,,2022-05-26,,0E-20,0,12,,0,,,,1.00000000000000000000,UDS,1.00000000000000000000,1753-01-01,,0,,0,,,,0,,SILLA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,B267F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.447,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:23.447,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xf3\xaf',103063,10000,20000,2,1900-S,,MERCADERÍA,2023-04-16,"Silla inv. PARÍS, negra",,Unidad,4.00000000000000000000,193.70000000000000000000,151.10000000000000000000,21.00000000000000000000,0E-20,0E-20,774.80000000000000000000,937.51000000000000000000,1,9.55000000000000000000,8.30000000000000000000,0E-20,0.25000000000000000000,0,,GRANDE,,,,,0,,0,20000,0E-20,0,NAC,MERCADERÍA,0,,,0,,,,,,0,,,NAC,IVA21,,0,774.80000000000000000000,151.10000000000000000000,0,774.80000000000000000000,0E-20,IVA21,0,,0,,2022-05-28,,0E-20,0,5,,0,,,,1.00000000000000000000,UDS,4.00000000000000000000,1753-01-01,,0,,0,,,,0,,SILLA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,B367F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.603,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:23.603,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xf3\xe7',103064,10000,30000,2,1896-S,,MERCADERÍA,2023-04-16,ATHENS Desk,,Piece,6.00000000000000000000,1005.80000000000000000000,784.60000000000000000000,0E-20,0E-20,0E-20,6034.80000000000000000000,6034.80000000000000000000,1,39.79000000000000000000,34.60000000000000000000,0E-20,1.20000000000000000000,0,,MEDIO,,,,,0,,0,30000,0E-20,0,EXPORT.,MERCADERÍA,0,,,0,,,,,,0,,,EXPORT.,IVA21,,0,6034.80000000000000000000,784.60000000000000000000,0,6034.80000000000000000000,0E-20,IVA21,0,,0,,2022-05-29,,0E-20,0,9,,0,,,,1.00000000000000000000,UDS,6.00000000000000000000,1753-01-01,,0,,0,,,,0,,MESA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,B467F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.707,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:23.707,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xf3\xf8',103064,20000,30000,2,1936-S,,MERCADERÍA,2023-04-16,"BERLIN Guest Chair, yellow",,Piece,9.00000000000000000000,193.70000000000000000000,151.10000000000000000000,0E-20,0E-20,0E-20,1743.30000000000000000000,1743.30000000000000000000,1,9.55000000000000000000,8.30000000000000000000,0E-20,0.25000000000000000000,0,,MEDIO,,,,,0,,0,30000,0E-20,0,EXPORT.,MERCADERÍA,0,,,0,,,,,,0,,,EXPORT.,IVA21,,0,1743.30000000000000000000,151.10000000000000000000,0,1743.30000000000000000000,0E-20,IVA21,0,,0,,2022-05-29,,0E-20,0,9,,0,,,,1.00000000000000000000,UDS,9.00000000000000000000,1753-01-01,,0,,0,,,,0,,SILLA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,B567F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.727,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:23.727,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xf4\x03',103064,30000,30000,2,1972-S,,MERCADERÍA,2023-04-16,"MUNICH Swivel Chair, yellow",,Piece,6.00000000000000000000,191.00000000000000000000,148.90000000000000000000,0E-20,0E-20,0E-20,1146.00000000000000000000,1146.00000000000000000000,1,15.99000000000000000000,13.90000000000000000000,0E-20,0.25000000000000000000,0,,MEDIO,,,,,0,,0,30000,0E-20,0,EXPORT.,MERCADERÍA,0,,,0,,,,,,0,,,EXPORT.,IVA21,,0,1146.00000000000000000000,148.90000000000000000000,0,1146.00000000000000000000,0E-20,IVA21,0,,0,,2022-05-29,,0E-20,0,9,,0,,,,1.00000000000000000000,UDS,6.00000000000000000000,1753-01-01,,0,,0,,,,0,,SILLA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,B667F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.743,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:23.743,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xf4\x05',103064,40000,30000,2,1996-S,,MERCADERÍA,2023-04-16,"ATLANTA Whiteboard, base",,Piece,4.00000000000000000000,1404.30000000000000000000,1095.30000000000000000000,0E-20,0E-20,0E-20,5617.20000000000000000000,5617.20000000000000000000,1,80.27000000000000000000,69.80000000000000000000,0E-20,0.31000000000000000000,0,,MEDIO,,,,,0,,0,30000,0E-20,0,EXPORT.,MERCADERÍA,0,,,0,,,,,,0,,,EXPORT.,IVA21,,0,5617.20000000000000000000,1095.30000000000000000000,0,5617.20000000000000000000,0E-20,IVA21,0,,0,,2022-05-29,,0E-20,0,9,,0,,,,1.00000000000000000000,UDS,4.00000000000000000000,1753-01-01,,0,,0,,,,0,,VARIOS,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,B767F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.757,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:23.757,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xf4D',103065,10000,50000,2,1920-S,,MERCADERÍA,2023-04-16,Mesa de conferencia AMBERES,,Unidad,3.00000000000000000000,651.10000000000000000000,508.00000000000000000000,21.00000000000000000000,0E-20,0E-20,1953.30000000000000000000,2363.49000000000000000000,1,28.06000000000000000000,24.40000000000000000000,0E-20,0.90000000000000000000,0,,MEDIO,,,,,0,,0,50000,0E-20,0,NAC,MERCADERÍA,0,,,0,,,,,,0,,,NAC,IVA21,,0,1953.30000000000000000000,508.00000000000000000000,0,1953.30000000000000000000,0E-20,IVA21,0,,0,,2022-05-31,,0E-20,0,14,,0,,,,1.00000000000000000000,UDS,3.00000000000000000000,1753-01-01,,0,,0,,,,0,,ESCRITORIO,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,B867F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.883,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:23.883,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xf4F',103065,20000,50000,2,1988-S,,MERCADERÍA,2023-04-16,"Silla inv. SEUL, roja",,Unidad,4.00000000000000000000,193.70000000000000000000,151.10000000000000000000,21.00000000000000000000,0E-20,0E-20,774.80000000000000000000,937.51000000000000000000,1,9.55000000000000000000,8.30000000000000000000,0E-20,0.25000000000000000000,0,,MEDIO,,,,,0,,0,50000,0E-20,0,NAC,MERCADERÍA,0,,,0,,,,,,0,,,NAC,IVA21,,0,774.80000000000000000000,151.10000000000000000000,0,774.80000000000000000000,0E-20,IVA21,0,,0,,2022-05-31,,0E-20,0,14,,0,,,,1.00000000000000000000,UDS,4.00000000000000000000,1753-01-01,,0,,0,,,,0,,SILLA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,B967F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.897,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:23.897,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xf4\x83',103066,10000,30000,2,1960-S,,MERCADERÍA,2023-04-16,"ROME Guest Chair, green",,Piece,2.00000000000000000000,193.70000000000000000000,151.10000000000000000000,0E-20,0E-20,0E-20,387.40000000000000000000,387.40000000000000000000,1,9.55000000000000000000,8.30000000000000000000,0E-20,0.25000000000000000000,0,,MEDIO,,,,,0,,0,30000,0E-20,0,EXPORT.,MERCADERÍA,0,,,0,,,,,,0,,,EXPORT.,IVA21,,0,387.40000000000000000000,151.10000000000000000000,0,387.40000000000000000000,0E-20,IVA21,0,,0,,2022-06-01,,0E-20,0,9,,0,,,,1.00000000000000000000,UDS,2.00000000000000000000,1753-01-01,,0,,0,,,,0,,SILLA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,BA67F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:24.000,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:24.000,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xf4\x85',103066,20000,30000,2,2000-S,,MERCADERÍA,2023-04-16,"SYDNEY Swivel Chair, green",,Piece,7.00000000000000000000,191.00000000000000000000,148.90000000000000000000,0E-20,0E-20,0E-20,1337.00000000000000000000,1337.00000000000000000000,1,15.99000000000000000000,13.90000000000000000000,0E-20,0.25000000000000000000,0,,MEDIO,,,,,0,,0,30000,0E-20,0,EXPORT.,MERCADERÍA,0,,,0,,,,,,0,,,EXPORT.,IVA21,,0,1337.00000000000000000000,148.90000000000000000000,0,1337.00000000000000000000,0E-20,IVA21,0,,0,,2022-06-01,,0E-20,0,9,,0,,,,1.00000000000000000000,UDS,7.00000000000000000000,1753-01-01,,0,,0,,,,0,,SILLA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,BB67F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:24.013,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:24.013,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xf4\xb9',103067,10000,20000,2,1928-S,,MERCADERÍA,2023-04-16,Lámpara ÁMSTERDAM,,Unidad,3.00000000000000000000,55.20000000000000000000,43.10000000000000000000,21.00000000000000000000,0E-20,0E-20,165.60000000000000000000,200.38000000000000000000,1,4.03000000000000000000,3.50000000000000000000,0E-20,0.03000000000000000000,0,,GRANDE,,,,,0,,0,20000,0E-20,0,NAC,MERCADERÍA,0,,,0,,,,,,0,,,NAC,IVA21,,0,165.60000000000000000000,43.10000000000000000000,0,165.60000000000000000000,0E-20,IVA21,0,,0,,2022-06-17,,0E-20,0,5,,0,,,,1.00000000000000000000,UDS,3.00000000000000000000,1753-01-01,,0,,0,,,,0,,VARIOS,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,BC67F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:24.117,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:24.117,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xf4\xe9',103068,10000,30000,2,1988-S,,MERCADERÍA,2023-04-16,"SEOUL Guest Chair, red",,Piece,2.00000000000000000000,193.70000000000000000000,151.10000000000000000000,0E-20,0E-20,0E-20,387.40000000000000000000,387.40000000000000000000,1,9.55000000000000000000,8.30000000000000000000,0E-20,0.25000000000000000000,0,,MEDIO,,,,,0,,0,30000,0E-20,0,EXPORT.,MERCADERÍA,0,,,0,,,,,,0,,,EXPORT.,IVA21,,0,387.40000000000000000000,151.10000000000000000000,0,387.40000000000000000000,0E-20,IVA21,0,,0,,2022-06-19,,0E-20,0,9,,0,,,,1.00000000000000000000,UDS,2.00000000000000000000,1753-01-01,,0,,0,,,,0,,SILLA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,BD67F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:24.210,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:24.210,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xf5\x19',103069,10000,50000,2,1968-S,,MERCADERÍA,2023-04-16,"Silla giratoria MÉXICO, negra",,Unidad,2.00000000000000000000,191.00000000000000000000,148.90000000000000000000,21.00000000000000000000,0E-20,0E-20,382.00000000000000000000,462.22000000000000000000,1,15.99000000000000000000,13.90000000000000000000,0E-20,0.25000000000000000000,0,,MEDIO,,,,,0,,0,50000,0E-20,0,NAC,MERCADERÍA,0,,,0,,,,,,0,,,NAC,IVA21,,0,382.00000000000000000000,148.90000000000000000000,0,382.00000000000000000000,0E-20,IVA21,0,,0,,2022-06-20,,0E-20,0,14,,0,,,,1.00000000000000000000,UDS,2.00000000000000000000,1753-01-01,,0,,0,,,,0,,SILLA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,BE67F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:24.300,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:24.300,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xf5S',103070,10000,10000,2,1896-S,,MERCADERÍA,2023-04-16,Escritorio ATENAS,,Unidad,8.00000000000000000000,1005.80000000000000000000,784.60000000000000000000,21.00000000000000000000,0E-20,0E-20,8046.40000000000000000000,9736.15000000000000000000,1,39.79000000000000000000,34.60000000000000000000,0E-20,1.20000000000000000000,0,,MEDIO,,,,,0,,0,10000,0E-20,0,NAC,MERCADERÍA,0,,,0,,,,,,0,,,NAC,IVA21,,0,8046.40000000000000000000,784.60000000000000000000,0,8046.40000000000000000000,0E-20,IVA21,0,,0,,2022-06-21,,0E-20,0,3,,0,,,,1.00000000000000000000,UDS,8.00000000000000000000,1753-01-01,,0,,0,,,,0,,MESA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,BF67F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:24.407,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:24.407,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xf5d',103070,20000,10000,2,1960-S,,MERCADERÍA,2023-04-16,"Silla inv. ROMA, verde",,Unidad,4.00000000000000000000,193.70000000000000000000,151.10000000000000000000,21.00000000000000000000,0E-20,0E-20,774.80000000000000000000,937.50000000000000000000,1,9.55000000000000000000,8.30000000000000000000,0E-20,0.25000000000000000000,0,,MEDIO,,,,,0,,0,10000,0E-20,0,NAC,MERCADERÍA,0,,,0,,,,,,0,,,NAC,IVA21,,0,774.80000000000000000000,151.10000000000000000000,0,774.80000000000000000000,0E-20,IVA21,0,,0,,2022-06-21,,0E-20,0,3,,0,,,,1.00000000000000000000,UDS,4.00000000000000000000,1753-01-01,,0,,0,,,,0,,SILLA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,C067F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:24.427,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:24.427,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xf5n',103070,30000,10000,2,1972-S,,MERCADERÍA,2023-04-16,"Silla giratoria MUNICH, amar.",,Unidad,3.00000000000000000000,191.00000000000000000000,148.90000000000000000000,21.00000000000000000000,0E-20,0E-20,573.00000000000000000000,693.33000000000000000000,1,15.99000000000000000000,13.90000000000000000000,0E-20,0.25000000000000000000,0,,MEDIO,,,,,0,,0,10000,0E-20,0,NAC,MERCADERÍA,0,,,0,,,,,,0,,,NAC,IVA21,,0,573.00000000000000000000,148.90000000000000000000,0,573.00000000000000000000,0E-20,IVA21,0,,0,,2022-06-21,,0E-20,0,3,,0,,,,1.00000000000000000000,UDS,3.00000000000000000000,1753-01-01,,0,,0,,,,0,,SILLA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,C167F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:24.440,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:24.440,00000000-0000-0000-0000-000000000001
