timestamp,Entry No_,Item No_,Posting Date,Entry Type,Source No_,Document No_,Description,Location Code,Quantity,Remaining Quantity,Invoiced Quantity,Applies-to Entry,Open,Global Dimension 1 Code,Global Dimension 2 Code,Positive,Shpt_ Method Code,Source Type,Drop Shipment,Transaction Type,Transport Method,Country_Region Code,Entry_Exit Point,Document Date,External Document No_,Area,Transaction Specification,No_ Series,Document Type,Document Line No_,Order Type,Order No_,Order Line No_,Dimension Set ID,Assemble to Order,Job No_,Job Task No_,Job Purchase,Variant Code,Qty_ per Unit of Measure,Unit of Measure Code,Derived from Blanket Order,Cross-Reference No_,Originally Ordered No_,Originally Ordered Var_ Code,Out-of-Stock Substitution,Item Category Code,Nonstock,Purchasing Code,Product Group Code,Item Reference No_,Completely Invoiced,Last Invoice Date,Applied Entry to Adjust,Correction,Shipped Qty_ Not Returned,Prod_ Order Comp_ Line No_,Serial No_,Lot No_,Warranty Date,Expiration Date,Item Tracking,Package No_,Return Reason Code,Shipment Method Code,$systemId,$systemCreatedAt,$systemCreatedBy,$systemModifiedAt,$systemModifiedBy
b'\x00\x00\x00\x00\x00\x04\x1b\xb2',101,1936-S,2022-04-28,1,30000,102051,"BERLIN Guest Chair, yellow",,-11.00000000000000000000,0E-20,-11.00000000000000000000,0,0,,MEDIO,0,,1,0,,,US,,2022-04-28,,,,V-FAC+,1,10000,0,,0,9,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-04-28,0,0,-11.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,CD714DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:22.210,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:44.933,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x041h',102,1972-S,2022-04-28,1,30000,102051,"MUNICH Swivel Chair, yellow",,-7.00000000000000000000,0E-20,-7.00000000000000000000,0,0,,MEDIO,0,,1,0,,,US,,2022-04-28,,,,V-FAC+,1,20000,0,,0,9,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-04-28,0,0,-7.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,D7714DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:22.230,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:50.650,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04\x1c8',103,2000-S,2022-04-28,1,30000,102051,"SYDNEY Swivel Chair, green",,-8.00000000000000000000,0E-20,-8.00000000000000000000,0,0,,MEDIO,0,,1,0,,,US,,2022-04-28,,,,V-FAC+,1,30000,0,,0,9,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-04-28,0,0,-8.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,DF714DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:22.243,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:45.120,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x044A',104,1960-S,2022-05-02,1,30000,102052,"ROME Guest Chair, green",,-2.00000000000000000000,0E-20,-2.00000000000000000000,0,0,,MEDIO,0,,1,0,,,US,,2022-05-02,,,,V-FAC+,1,10000,0,,0,9,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-05-02,0,0,-2.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,F6714DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:22.350,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:51.397,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x043\xca',105,1928-S,2022-05-18,1,20000,102053,,,-3.00000000000000000000,0E-20,-3.00000000000000000000,0,0,,GRANDE,0,,1,0,,,ES,,2022-05-18,,,,V-FAC+,1,10000,0,,0,5,0,,,0,,1.00000000000000000000,UDS,0,,,,0,VARIOS,0,,,,1,2022-05-18,0,0,-3.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,0F724DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:22.440,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:51.270,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x049\x84',106,1960-S,2022-05-19,1,10000,102054,,,-4.00000000000000000000,0E-20,-4.00000000000000000000,0,0,,MEDIO,0,,1,0,,,ES,,2022-05-19,,,,V-FAC+,1,10000,0,,0,3,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-05-19,0,0,-4.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,29724DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:22.533,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:52.797,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x046K',107,1988-S,2022-05-20,1,30000,102055,"SEOUL Guest Chair, red",,-2.00000000000000000000,0E-20,-2.00000000000000000000,0,0,,MEDIO,0,,1,0,,,US,,2022-05-20,,,,V-FAC+,1,10000,0,,0,9,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-05-20,0,0,-2.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,02AE45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:22.630,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:51.947,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x047\xab',108,1968-S,2022-05-21,1,50000,102056,,,-2.00000000000000000000,0E-20,-2.00000000000000000000,0,0,,MEDIO,0,,1,0,,,ES,,2022-05-21,,,,V-FAC+,1,10000,0,,0,14,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-05-21,0,0,-2.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,1BAE45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:22.727,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:52.300,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x049\x86',109,1960-S,2022-05-22,1,40000,102057,,,-2.00000000000000000000,0E-20,-2.00000000000000000000,0,0,,PEQUEÑO,0,,1,0,,,DE,,2022-05-22,,,,V-FAC+,1,10000,0,,0,12,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-05-22,0,0,-2.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,35AE45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:22.823,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:52.797,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x048\x18',110,1900-S,2022-05-23,1,20000,102058,,,-3.00000000000000000000,0E-20,-3.00000000000000000000,0,0,,GRANDE,0,,1,0,,,ES,,2022-05-23,,,,V-FAC+,1,10000,0,,0,5,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-05-23,0,0,-3.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,4EAE45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:22.923,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:52.417,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04:\xf3',111,1964-S,2022-05-23,1,20000,102058,,,-5.00000000000000000000,0E-20,-5.00000000000000000000,0,0,,GRANDE,0,,1,0,,,ES,,2022-05-23,,,,V-FAC+,1,20000,0,,0,5,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-05-23,0,0,-5.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,58AE45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:22.937,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:53.177,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x048>',112,1980-S,2022-05-23,1,20000,102058,,,-4.00000000000000000000,0E-20,-4.00000000000000000000,0,0,,GRANDE,0,,1,0,,,ES,,2022-05-23,,,,V-FAC+,1,30000,0,,0,5,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-05-23,0,0,-4.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,60AE45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:22.950,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:52.437,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x049\x16',113,1896-S,2022-05-23,1,10000,102059,,,-8.00000000000000000000,0E-20,-8.00000000000000000000,0,0,,MEDIO,0,,1,0,,,ES,,2022-05-23,,,,V-FAC+,1,10000,0,,0,3,0,,,0,,1.00000000000000000000,UDS,0,,,,0,MESA,0,,,,1,2022-05-23,0,0,-8.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,78AE45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.060,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:52.677,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x047>',114,1972-S,2022-05-23,1,10000,102059,,,-3.00000000000000000000,0E-20,-3.00000000000000000000,0,0,,MEDIO,0,,1,0,,,ES,,2022-05-23,,,,V-FAC+,1,20000,0,,0,3,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-05-23,0,0,-3.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,82AE45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.073,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:52.190,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x044\xcb',115,1996-S,2022-05-23,1,10000,102059,,,-5.00000000000000000000,0E-20,-5.00000000000000000000,0,0,,MEDIO,0,,1,0,,,ES,,2022-05-23,,,,V-FAC+,1,30000,0,,0,3,0,,,0,,1.00000000000000000000,UDS,0,,,,0,VARIOS,0,,,,1,2022-05-23,0,0,-5.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,8AAE45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.087,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:51.520,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04;\xa6',116,1906-S,2022-05-25,1,50000,102060,,,-6.00000000000000000000,0E-20,-6.00000000000000000000,0,0,,MEDIO,0,,1,0,,,ES,,2022-05-25,,,,V-FAC+,1,10000,0,,0,14,0,,,0,,1.00000000000000000000,UDS,0,,,,0,ESCRITORIO,0,,,,1,2022-05-25,0,0,-6.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,A2AE45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.197,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:53.397,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04:\x11',117,1928-S,2022-05-26,1,30000,102061,Lámpara giratoria roja,,-8.00000000000000000000,0E-20,-8.00000000000000000000,0,0,,MEDIO,0,,1,0,,,US,,2022-05-26,,,,V-FAC+,1,10000,0,,0,9,0,,,0,,1.00000000000000000000,UDS,0,,,,0,VARIOS,0,,,SWIVELLAMP,1,2022-05-26,0,0,-8.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,BCAE45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.290,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:52.933,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x0460',118,1908-S,2022-05-26,1,40000,102062,,,-5.00000000000000000000,0E-20,-5.00000000000000000000,0,0,,PEQUEÑO,0,,1,0,,,DE,,2022-05-26,,,,V-FAC+,1,10000,0,,0,12,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-05-26,0,0,-5.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,D5AE45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.397,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:51.927,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04*\xc3',119,1920-S,2022-05-26,1,40000,102062,,,-4.00000000000000000000,0E-20,-4.00000000000000000000,0,0,,PEQUEÑO,0,,1,0,,,DE,,2022-05-26,,,,V-FAC+,1,20000,0,,0,12,0,,,0,,1.00000000000000000000,UDS,0,,,,0,ESCRITORIO,0,,,,1,2022-05-26,0,0,-4.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,DFAE45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.410,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:48.920,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x047\xad',120,1968-S,2022-05-26,1,40000,102062,,,-6.00000000000000000000,0E-20,-6.00000000000000000000,0,0,,PEQUEÑO,0,,1,0,,,DE,,2022-05-26,,,,V-FAC+,1,30000,0,,0,12,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-05-26,0,0,-6.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,E7AE45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.423,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:52.303,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x048A',121,1980-S,2022-05-26,1,40000,102062,,,-1.00000000000000000000,0E-20,-1.00000000000000000000,0,0,,PEQUEÑO,0,,1,0,,,DE,,2022-05-26,,,,V-FAC+,1,40000,0,,0,12,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-05-26,0,0,-1.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,EFAE45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.440,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:52.447,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x048\x1a',122,1900-S,2022-05-28,1,20000,102063,,,-4.00000000000000000000,0E-20,-4.00000000000000000000,0,0,,GRANDE,0,,1,0,,,ES,,2022-05-28,,,,V-FAC+,1,10000,0,,0,5,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-05-28,0,0,-4.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,06AF45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.593,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:52.420,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x049\x18',123,1896-S,2022-05-29,1,30000,102064,ATHENS Desk,,-6.00000000000000000000,0E-20,-6.00000000000000000000,0,0,,MEDIO,0,,1,0,,,US,,2022-05-29,,,,V-FAC+,1,10000,0,,0,9,0,,,0,,1.00000000000000000000,UDS,0,,,,0,MESA,0,,,,1,2022-05-29,0,0,-6.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,20AF45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.700,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:52.680,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04\x1b\xb5',124,1936-S,2022-05-29,1,30000,102064,"BERLIN Guest Chair, yellow",,-9.00000000000000000000,0E-20,-9.00000000000000000000,0,0,,MEDIO,0,,1,0,,,US,,2022-05-29,,,,V-FAC+,1,20000,0,,0,9,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-05-29,0,0,-9.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,2AAF45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.713,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:44.943,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x047@',125,1972-S,2022-05-29,1,30000,102064,"MUNICH Swivel Chair, yellow",,-6.00000000000000000000,0E-20,-6.00000000000000000000,0,0,,MEDIO,0,,1,0,,,US,,2022-05-29,,,,V-FAC+,1,30000,0,,0,9,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-05-29,0,0,-6.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,32AF45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.730,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:52.193,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x044\xcd',126,1996-S,2022-05-29,1,30000,102064,"ATLANTA Whiteboard, base",,-4.00000000000000000000,0E-20,-4.00000000000000000000,0,0,,MEDIO,0,,1,0,,,US,,2022-05-29,,,,V-FAC+,1,40000,0,,0,9,0,,,0,,1.00000000000000000000,UDS,0,,,,0,VARIOS,0,,,,1,2022-05-29,0,0,-4.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,3AAF45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.747,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:51.523,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x040\xf0',127,1920-S,2022-05-31,1,50000,102065,,,-3.00000000000000000000,0E-20,-3.00000000000000000000,0,0,,MEDIO,0,,1,0,,,ES,,2022-05-31,,,,V-FAC+,1,10000,0,,0,14,0,,,0,,1.00000000000000000000,UDS,0,,,,0,ESCRITORIO,0,,,,1,2022-05-31,0,0,-3.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,51AF45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.873,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:50.530,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x046N',128,1988-S,2022-05-31,1,50000,102065,,,-4.00000000000000000000,0E-20,-4.00000000000000000000,0,0,,MEDIO,0,,1,0,,,ES,,2022-05-31,,,,V-FAC+,1,20000,0,,0,14,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-05-31,0,0,-4.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,5BAF45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.887,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:51.950,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x049\x88',129,1960-S,2022-06-01,1,30000,102066,"ROME Guest Chair, green",,-2.00000000000000000000,0E-20,-2.00000000000000000000,0,0,,MEDIO,0,,1,0,,,US,,2022-06-01,,,,V-FAC+,1,10000,0,,0,9,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-06-01,0,0,-2.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,73AF45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:23.987,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:52.800,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04\x1c;',130,2000-S,2022-06-01,1,30000,102066,"SYDNEY Swivel Chair, green",,-7.00000000000000000000,0E-20,-7.00000000000000000000,0,0,,MEDIO,0,,1,0,,,US,,2022-06-01,,,,V-FAC+,1,20000,0,,0,9,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-06-01,0,0,-7.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,7DAF45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:24.003,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:45.127,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04:\x13',131,1928-S,2022-06-17,1,20000,102067,,,-3.00000000000000000000,0E-20,-3.00000000000000000000,0,0,,GRANDE,0,,1,0,,,ES,,2022-06-17,,,,V-FAC+,1,10000,0,,0,5,0,,,0,,1.00000000000000000000,UDS,0,,,,0,VARIOS,0,,,,1,2022-06-17,0,0,-3.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,94AF45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:24.107,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:52.937,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04<\x1a',132,1988-S,2022-06-19,1,30000,102068,"SEOUL Guest Chair, red",,-2.00000000000000000000,0E-20,-2.00000000000000000000,0,0,,MEDIO,0,,1,0,,,US,,2022-06-19,,,,V-FAC+,1,10000,0,,0,9,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-06-19,0,0,-2.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,AEAF45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:24.197,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:53.530,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04>\x14',133,1968-S,2022-06-20,1,50000,102069,,,-2.00000000000000000000,0E-20,-2.00000000000000000000,0,0,,MEDIO,0,,1,0,,,ES,,2022-06-20,,,,V-FAC+,1,10000,0,,0,14,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-06-20,0,0,-2.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,C7AF45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:24.290,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:54.150,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04>\xc6',134,1896-S,2022-06-21,1,10000,102070,,,-8.00000000000000000000,0E-20,-8.00000000000000000000,0,0,,MEDIO,0,,1,0,,,ES,,2022-06-21,,,,V-FAC+,1,10000,0,,0,3,0,,,0,,1.00000000000000000000,UDS,0,,,,0,MESA,0,,,,1,2022-06-21,0,0,-8.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,E1AF45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:24.397,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:54.357,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04?\xa1',135,1960-S,2022-06-21,1,10000,102070,,,-4.00000000000000000000,0E-20,-4.00000000000000000000,0,0,,MEDIO,0,,1,0,,,ES,,2022-06-21,,,,V-FAC+,1,20000,0,,0,3,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-06-21,0,0,-4.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,EBAF45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:24.417,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:54.637,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04=\x03',136,1972-S,2022-06-21,1,10000,102070,,,-3.00000000000000000000,0E-20,-3.00000000000000000000,0,0,,MEDIO,0,,1,0,,,ES,,2022-06-21,,,,V-FAC+,1,30000,0,,0,3,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-06-21,0,0,-3.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,F3AF45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:24.430,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:53.777,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04:\x81',137,1996-S,2022-06-21,1,10000,102070,,,-5.00000000000000000000,0E-20,-5.00000000000000000000,0,0,,MEDIO,0,,1,0,,,ES,,2022-06-21,,,,V-FAC+,1,40000,0,,0,3,0,,,0,,1.00000000000000000000,UDS,0,,,,0,VARIOS,0,,,,1,2022-06-21,0,0,-5.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,FBAF45AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:24.443,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:53.053,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04=l',138,1900-S,2022-06-22,1,20000,102071,,,-3.00000000000000000000,0E-20,-3.00000000000000000000,0,0,,GRANDE,0,,1,0,,,ES,,2022-06-22,,,,V-FAC+,1,10000,0,,0,5,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-06-22,0,0,-3.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,13B045AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:24.567,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:53.903,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04@\x93',139,1964-S,2022-06-22,1,20000,102071,,,-5.00000000000000000000,0E-20,-5.00000000000000000000,0,0,,GRANDE,0,,1,0,,,ES,,2022-06-22,,,,V-FAC+,1,20000,0,,0,5,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-06-22,0,0,-5.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,1DB045AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:24.580,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:54.903,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04=\x90',140,1980-S,2022-06-22,1,20000,102071,,,-4.00000000000000000000,0E-20,-4.00000000000000000000,0,0,,GRANDE,0,,1,0,,,ES,,2022-06-22,,,,V-FAC+,1,30000,0,,0,5,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-06-22,0,0,-4.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,25B045AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:24.593,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:53.967,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04;\xa8',141,1906-S,2022-06-24,1,50000,102072,,,-5.00000000000000000000,0E-20,-5.00000000000000000000,0,0,,MEDIO,0,,1,0,,,ES,,2022-06-24,,,,V-FAC+,1,10000,0,,0,14,0,,,0,,1.00000000000000000000,UDS,0,,,,0,ESCRITORIO,0,,,,1,2022-06-24,0,0,-5.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,3DB045AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:24.737,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:53.400,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04;\xff',142,1908-S,2022-06-24,1,40000,102073,,,-5.00000000000000000000,0E-20,-5.00000000000000000000,0,0,,PEQUEÑO,0,,1,0,,,DE,,2022-06-24,,,,V-FAC+,1,10000,0,,0,12,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-06-24,0,0,-5.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,57B045AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:24.843,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:53.510,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x040\xf2',143,1920-S,2022-06-24,1,40000,102073,,,-3.00000000000000000000,0E-20,-3.00000000000000000000,0,0,,PEQUEÑO,0,,1,0,,,DE,,2022-06-24,,,,V-FAC+,1,20000,0,,0,12,0,,,0,,1.00000000000000000000,UDS,0,,,,0,ESCRITORIO,0,,,,1,2022-06-24,0,0,-3.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,61B045AF-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:24.857,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:50.533,00000000-0000-0000-0000-000000000001
